SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,IsMale,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No
False,False,False,0.6619718309859155,True,True,False,False,False,False,False,False,False,0.06268656716417911,0.13675859681513963,False,False,False,True,False,True,False,False,False,False,False,True
False,False,False,0.014084507042253521,False,False,False,False,False,False,False,True,True,0.163681592039801,0.005013847219016848,True,False,True,False,False,False,False,True,False,True,False,False
False,False,False,0.028169014084507043,True,True,False,True,True,False,True,True,False,0.8925373134328358,0.034018001384721906,False,True,True,False,False,False,False,False,True,False,True,False
False,True,False,0.6197183098591549,True,True,False,True,False,False,False,False,False,0.628358208955224,0.43353911839372256,False,True,True,False,False,True,False,False,False,False,True,False
False,True,True,0.0,True,False,False,False,False,False,False,True,False,0.6144278606965174,0.0070620816985922,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.8450704225352113,True,False,False,False,True,True,True,True,True,0.5527363184079602,0.5304927302100162,False,False,False,False,True,True,False,False,False,True,False,False
False,False,False,0.028169014084507043,True,False,True,False,False,True,True,False,True,0.45920398009950253,0.020407339026078927,False,True,True,False,False,False,True,False,False,True,False,False
True,False,False,0.5492957746478874,True,True,False,False,True,True,True,True,True,0.8507462686567164,0.481144703438726,False,False,False,True,False,False,True,False,False,False,True,False
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.5258706467661691,0.006035079621509346,False,False,True,False,False,False,False,False,True,False,True,False
False,False,False,0.0,True,False,False,False,False,True,False,False,True,0.31492537313432833,0.0035887375951996303,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,0.704225352112676,True,True,False,False,False,False,False,False,True,0.06318407960199006,0.14396492037849068,False,True,False,True,False,True,False,False,False,False,False,True
True,False,False,0.014084507042253521,True,False,True,False,False,False,False,False,True,0.30845771144278605,0.008342949457650588,True,True,True,False,False,False,False,True,False,True,False,False
False,False,False,0.7183098591549296,False,False,False,True,False,False,False,False,False,0.11791044776119404,0.18516039695361183,False,True,False,True,False,False,False,False,True,True,False,False
False,False,False,0.704225352112676,True,True,False,False,False,False,False,True,False,0.6482587064676617,0.4766501269328409,False,True,True,False,False,True,False,False,False,False,True,False
False,False,False,0.0,True,False,False,False,False,False,False,False,True,0.021890547263681583,0.00019039926148165228,False,True,True,False,False,False,False,False,True,False,False,True
False,True,True,0.4225352112676056,True,True,True,True,False,True,False,True,True,0.5671641791044776,0.26837064389568427,False,True,False,True,False,True,False,False,False,True,False,False
False,False,True,0.647887323943662,True,False,False,False,False,False,False,False,False,0.02288557213930349,0.11472997922917147,False,True,False,True,False,False,True,False,False,False,False,True
False,False,False,0.028169014084507043,True,True,False,False,False,False,False,False,True,0.5656716417910447,0.029067620586198935,True,False,True,False,False,False,True,False,False,False,True,False
True,False,False,0.29577464788732394,True,False,False,False,False,False,False,False,True,0.017910447761194038,0.04594968843757212,False,False,False,True,False,False,False,False,True,False,False,True
False,True,False,0.0,True,False,False,False,False,False,False,False,True,0.02388059701492536,0.0002134779598430646,False,False,True,False,False,False,False,False,True,False,False,True
False,True,False,1.0,True,True,False,True,True,True,True,True,True,0.6656716417910449,0.7266789753057927,False,True,False,False,True,True,False,False,False,True,False,False
False,True,True,0.028169014084507043,True,False,False,False,True,False,False,False,True,0.31741293532338305,0.017234018001384722,True,True,True,False,False,False,False,True,False,True,False,False
True,True,True,0.647887323943662,True,False,False,True,False,False,True,False,True,0.663681592039801,0.46148742210939303,False,True,False,True,False,True,False,False,False,False,True,False
False,True,True,1.0,True,True,True,False,True,True,False,False,True,0.48009950248756217,0.5530579275328872,False,True,False,False,True,False,True,False,False,True,False,False
False,True,True,0.9154929577464789,True,True,False,False,True,False,True,False,True,0.44825870646766164,0.4812947149780752,False,True,False,False,True,True,False,False,False,True,False,False
False,False,False,0.4788732394366197,True,True,False,False,False,False,True,False,False,0.645771144278607,0.32652319409185315,False,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.39436619718309857,True,True,False,False,False,False,False,True,True,0.6631840796019901,0.2881837064389568,False,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.014084507042253521,True,False,False,False,False,False,False,False,True,0.02288557213930349,0.001707823678744519,False,False,True,False,False,False,False,False,True,False,False,True
False,False,False,0.04225352112676056,True,False,False,True,False,False,False,False,False,0.30845771144278605,0.021884375721209322,False,True,True,False,False,False,False,False,True,True,False,False
False,False,False,0.3380281690140845,True,False,True,True,False,False,False,False,True,0.6129353233830845,0.23038887606738978,True,False,True,False,False,True,False,False,False,False,True,False
False,False,False,0.9014084507042254,True,False,True,True,False,True,False,False,True,0.41144278606965173,0.429379183014078,False,False,False,False,True,False,False,False,True,True,False,False
True,False,False,0.36619718309859156,True,True,False,True,False,True,True,True,True,0.8597014925373135,0.3398569120701592,False,True,False,True,False,True,False,False,False,False,True,False
False,True,False,0.39436619718309857,True,False,False,False,True,False,False,False,True,0.5676616915422885,0.25901223171013155,False,True,True,False,False,False,True,False,False,False,True,False
False,True,True,0.39436619718309857,True,True,False,True,True,False,True,True,False,0.6154228855721392,0.25305792753288714,False,True,True,False,False,False,True,False,False,True,False,False
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.012935323383084583,8.654511885529656e-05,True,True,True,False,False,False,False,False,True,False,False,True
False,True,False,0.2676056338028169,True,False,False,False,True,True,False,False,True,0.6243781094527363,0.19211862450957767,False,False,True,False,False,False,False,False,True,False,True,False
False,False,False,0.8028169014084507,True,True,False,False,False,False,False,False,True,0.06417910447761194,0.17311331640895455,False,False,False,False,True,False,True,False,False,False,False,True
False,False,True,0.18309859154929578,True,True,True,False,False,True,False,False,True,0.6741293532338308,0.13215439649203786,False,False,True,False,False,False,False,False,True,False,True,False
False,True,False,1.0,True,True,False,False,False,False,False,False,False,0.07114427860696516,0.19525732748672978,False,True,False,False,True,False,False,False,True,False,False,True
False,False,False,0.6338028169014085,True,True,True,False,False,False,True,False,True,0.7054726368159204,0.48773944149549964,False,True,True,False,False,False,True,False,False,False,True,False
False,True,False,0.9859154929577465,False,False,False,True,True,True,True,True,False,0.39800995024875624,0.4762404800369259,False,False,False,False,True,True,False,False,False,True,False,False
False,False,False,0.43661971830985913,True,True,False,False,False,False,False,True,True,0.6706467661691543,0.30527348257558273,False,True,True,False,False,True,False,False,False,False,True,False
False,False,False,0.352112676056338,False,False,False,False,True,False,True,True,True,0.3194029850746269,0.14524578813754904,False,False,True,False,False,False,True,False,False,True,False,False
True,True,False,0.9436619718309859,True,True,False,False,True,False,False,False,True,0.617910447761194,0.6427994461112393,False,True,True,False,False,False,True,False,False,False,True,False
False,True,True,0.014084507042253521,True,False,False,False,False,False,False,False,False,0.019402985074626858,0.00184052619432264,False,True,False,True,False,False,False,False,True,False,False,True
False,True,True,0.8450704225352113,True,False,False,False,False,False,False,False,False,0.02288557213930349,0.14852873297945998,False,True,False,False,True,False,True,False,False,False,False,True
False,True,True,0.04225352112676056,True,True,False,False,False,False,False,True,True,0.6736318407960199,0.041830140780060004,True,False,True,False,False,False,False,True,False,False,True,False
False,False,False,0.028169014084507043,True,False,False,False,False,False,False,False,True,0.26965174129353237,0.014158781444726518,True,True,True,False,False,False,False,True,False,True,False,False
True,True,False,0.4507042253521127,True,True,False,False,False,False,True,True,True,0.7587064676616916,0.3561908608354489,True,True,True,False,False,False,False,True,False,False,True,False
True,True,False,0.11267605633802817,True,False,False,False,False,False,False,False,True,0.029850746268656716,0.02143434110316178,False,True,True,False,False,False,False,False,True,False,False,True
False,False,False,0.29577464788732394,True,True,False,False,False,False,False,False,False,0.07960199004975124,0.06774751903992615,False,False,False,False,True,False,False,False,True,False,False,True
False,True,True,0.056338028169014086,True,False,False,False,False,False,True,False,True,0.6228855721393034,0.03892222478652204,False,False,True,False,False,False,False,True,False,False,True,False
True,False,False,0.4084507042253521,True,True,True,True,True,False,False,False,False,0.7308457711442786,0.3161031617816755,True,False,True,False,False,False,True,False,False,False,True,False
False,False,False,0.9014084507042254,True,True,False,True,True,True,False,True,True,0.5567164179104478,0.552371336256635,False,True,False,False,True,False,True,False,False,True,False,False
False,False,False,0.6197183098591549,True,True,False,False,True,True,False,False,True,0.6865671641791045,0.4526771290099238,True,False,True,False,False,False,False,True,False,False,True,False
False,False,False,0.056338028169014086,True,False,False,False,False,False,False,False,False,0.020895522388059716,0.008533348719132241,False,True,True,False,False,False,False,False,True,False,False,True
False,True,True,0.3380281690140845,True,False,False,True,False,False,False,False,True,0.5696517412935324,0.2171993999538426,False,True,True,False,False,False,False,True,False,False,True,False
False,True,True,1.0,True,True,True,False,False,False,False,False,False,0.6049751243781094,0.6591160858527578,False,False,False,False,True,True,False,False,False,False,True,False
False,True,False,0.36619718309859156,True,True,False,False,True,False,False,True,False,0.7154228855721394,0.2774751903992615,False,False,True,False,False,True,False,False,False,False,True,False
False,True,True,0.43661971830985913,False,False,False,False,True,False,True,True,False,0.3218905472636816,0.18862797138241405,False,True,True,False,False,False,True,False,False,True,False,False
False,False,False,0.4084507042253521,True,True,False,True,True,True,True,True,False,0.9174129353233831,0.38175051927071313,False,False,False,True,False,False,True,False,False,False,True,False
False,True,False,0.971830985915493,True,False,True,True,True,True,False,True,False,0.8233830845771144,0.8154511885529656,False,True,False,False,True,False,True,False,False,False,True,False
True,False,False,0.5774647887323944,True,True,False,True,False,False,False,False,True,0.6079601990049751,0.3837179783060235,False,True,True,False,False,True,False,False,False,False,True,False
True,True,False,1.0,True,True,True,True,True,True,True,True,True,0.7124378109452736,0.7706612047080544,False,False,False,False,True,True,False,False,False,True,False,False
False,False,False,0.647887323943662,True,True,True,False,True,True,False,False,True,0.4651741293532338,0.3301523194091853,False,False,False,False,True,False,False,False,True,True,False,False
False,False,False,0.014084507042253521,True,False,True,False,True,False,False,False,True,0.618905472636816,0.013651050080775443,False,False,True,False,False,False,False,True,False,False,True,False
False,False,False,0.1267605633802817,True,True,True,False,False,False,True,True,False,0.7990049751243781,0.11421070851603969,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.8450704225352113,True,True,False,False,False,False,False,False,True,0.05820895522388061,0.17687514424186476,False,False,False,False,True,False,False,False,True,False,False,True
False,False,False,0.056338028169014086,True,False,False,False,False,False,False,False,True,0.25671641791044775,0.021157396722824833,False,False,True,False,False,False,True,False,False,True,False,False
True,True,False,1.0,True,True,False,True,True,True,True,True,True,0.9208955223880597,0.9073909531502423,False,False,False,False,True,False,True,False,False,False,True,False
True,True,True,1.0,True,True,True,True,True,True,True,True,True,0.9621890547263682,0.9436418186014308,False,True,False,False,True,True,False,False,False,False,True,False
True,False,False,0.028169014084507043,True,False,False,False,True,False,False,False,False,0.5651741293532339,0.021243941841680127,False,False,True,False,False,False,False,False,True,False,True,False
False,True,False,0.6619718309859155,True,False,False,False,False,False,False,False,False,0.009950248756218905,0.09650357719824602,False,True,False,False,True,False,False,False,True,False,False,True
False,False,False,0.8732394366197183,True,False,False,False,True,True,True,False,True,0.7144278606965174,0.6690745441957073,False,False,False,True,False,False,True,False,False,False,True,False
False,False,False,0.36619718309859156,True,False,True,True,False,False,False,False,True,0.38258706467661696,0.18857027463651052,False,False,True,False,False,False,False,False,True,True,False,False
False,True,True,0.971830985915493,True,False,True,True,True,False,True,True,True,0.6159203980099504,0.6440514654973459,False,True,False,False,True,False,True,False,False,True,False,False
False,True,True,0.08450704225352113,True,False,True,False,True,True,False,True,True,0.5283582089552238,0.0573447957535195,False,True,True,False,False,False,True,False,False,True,False,False
False,True,False,0.014084507042253521,True,False,True,True,False,False,True,False,False,0.717412935323383,0.019813062543272558,False,False,True,False,False,False,False,True,False,False,True,False
True,False,False,0.2676056338028169,True,True,False,False,True,False,True,True,True,0.7990049751243781,0.21047772905608123,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.9154929577464789,True,False,False,False,False,False,False,False,False,0.014427860696517405,0.14251096238172167,False,True,False,False,True,True,False,False,False,False,False,True
False,False,False,0.028169014084507043,True,False,False,False,False,False,False,False,False,0.01592039800995026,0.004431110085391185,False,False,True,False,False,False,False,False,True,False,False,True
False,False,True,0.19718309859154928,True,False,False,True,False,False,False,True,True,0.673134328358209,0.1443284098776829,True,False,True,False,False,True,False,False,False,False,True,False
False,True,True,1.0,True,True,True,True,False,True,False,False,True,0.717412935323383,0.7552042464804984,False,False,False,False,True,True,False,False,False,False,True,False
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.025373134328358218,0.00023078698361412417,False,True,True,False,False,False,False,False,True,False,False,True
False,False,False,0.29577464788732394,True,False,False,False,False,False,True,True,False,0.7064676616915423,0.2179840756981306,True,False,True,False,False,False,False,True,False,False,True,False
False,True,False,0.028169014084507043,True,False,False,False,False,False,False,False,True,0.517910447761194,0.021930533117932145,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,1.0,True,True,True,False,True,True,False,False,False,0.48358208955223875,0.5469651511654743,False,False,False,False,True,True,False,False,False,True,False,False
False,True,True,0.9014084507042254,True,False,False,False,False,False,False,False,False,0.01641791044776118,0.14698822986383567,False,True,False,False,True,False,False,False,True,False,False,True
False,False,False,0.14084507042253522,False,False,False,False,False,False,True,False,True,0.17462686567164176,0.039735748903761824,False,False,True,False,False,False,False,False,True,True,False,False
False,False,False,0.29577464788732394,True,True,False,True,False,False,False,False,True,0.6029850746268656,0.18248903761827834,False,True,True,False,False,False,False,False,True,False,True,False
False,False,False,0.18309859154929578,True,False,False,False,False,False,False,False,False,0.021393034825870634,0.029644588045234246,False,True,False,True,False,True,False,False,False,False,False,True
False,False,False,0.5633802816901409,True,False,False,False,False,True,False,False,True,0.5572139303482587,0.3542926378952227,False,True,True,False,False,False,False,True,False,False,True,False
False,True,False,0.22535211267605634,True,False,True,True,False,False,False,True,False,0.46318407960199004,0.1334871913224094,False,True,False,True,False,False,False,False,True,True,False,False
False,False,False,0.14084507042253522,True,False,False,False,False,False,False,False,True,0.021890547263681583,0.025213477959843064,False,True,True,False,False,False,True,False,False,False,False,True
False,False,False,0.19718309859154928,True,True,False,False,False,False,True,True,True,0.7472636815920397,0.1645338102930995,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.01641791044776118,0.00012693284098776804,True,False,True,False,False,False,False,False,True,False,False,True
False,True,False,0.056338028169014086,True,False,True,False,True,False,False,True,True,0.7029850746268658,0.05023655665820447,True,False,True,False,False,False,False,False,True,False,True,False
False,True,False,0.4507042253521127,True,False,False,False,True,False,True,True,True,0.771641791044776,0.348251788599123,True,True,False,True,False,False,False,True,False,False,True,False
False,True,False,1.0,True,True,True,True,True,False,True,True,True,0.9194029850746269,0.9285541195476574,False,False,False,False,True,False,True,False,False,False,True,False
False,True,True,0.028169014084507043,False,False,False,True,False,False,False,True,False,0.21940298507462683,0.008504500346180477,False,False,True,False,False,False,False,False,True,True,False,False
False,False,False,0.014084507042253521,True,True,False,True,False,False,False,False,True,0.6343283582089553,0.019138010616201247,True,True,True,False,False,False,False,True,False,False,True,False
False,True,False,0.8169014084507042,True,True,True,True,True,True,False,True,True,0.8830845771144279,0.7077659819986153,False,False,False,True,False,False,True,False,False,False,True,False
False,False,False,0.014084507042253521,True,False,False,False,False,False,False,False,False,0.26965174129353237,0.00815831987075929,True,True,True,False,False,False,False,True,False,True,False,False
False,True,True,0.9859154929577465,True,False,False,True,False,True,True,True,True,0.5482587064676616,0.5926263558735287,False,True,False,False,True,False,True,False,False,True,False,False
False,True,True,0.056338028169014086,True,False,False,False,False,False,False,False,False,0.2641791044776119,0.023269097622894065,False,False,True,False,False,False,False,False,True,True,False,False
False,True,True,0.36619718309859156,True,False,True,True,False,False,False,False,True,0.36318407960199006,0.1721093930302331,False,True,True,False,False,False,True,False,False,True,False,False
False,False,False,0.0,True,False,False,False,False,True,False,False,True,0.33781094527363187,0.0038541426263558744,True,False,True,False,False,False,False,True,False,True,False,False
False,False,True,0.8732394366197183,False,False,True,True,False,True,False,False,True,0.22238805970149256,0.29657858296792056,False,True,False,True,False,True,False,False,False,True,False,False
True,False,False,0.6338028169014085,True,True,True,True,True,False,True,True,True,0.9129353233830846,0.5603507962150934,True,False,False,True,False,False,False,True,False,False,True,False
False,True,True,1.0,True,True,True,False,False,False,False,False,False,0.3686567164179104,0.4575121163166397,False,True,False,False,True,True,False,False,False,True,False,False
False,True,False,0.4647887323943662,True,True,True,False,False,True,False,False,True,0.42388059701492536,0.22903300253865683,False,False,True,False,False,True,False,False,False,True,False,False
False,True,True,0.323943661971831,True,True,True,True,False,False,True,True,False,0.5985074626865672,0.2092776367412878,False,False,False,True,False,False,False,True,False,True,False,False
False,False,False,1.0,True,True,True,True,True,True,False,False,False,0.5114427860696518,0.5642107085160397,False,True,False,False,True,True,False,False,False,True,False,False
False,True,True,0.8309859154929577,False,False,True,False,True,True,True,True,False,0.4139303482587065,0.41211631663974146,False,False,False,False,True,False,True,False,False,True,False,False
False,False,False,0.9436619718309859,True,True,True,True,True,False,False,True,True,0.5835820895522389,0.5774521117009,False,True,False,True,False,False,True,False,False,True,False,False
False,True,True,0.09859154929577464,True,False,False,False,False,False,False,False,True,0.01592039800995026,0.014747288252942534,False,False,False,False,True,False,False,False,True,False,False,True
False,False,True,0.4647887323943662,True,False,True,False,True,True,True,False,False,0.491542288557214,0.26777059773828754,False,False,False,False,True,False,True,False,False,True,False,False
False,False,False,0.07042253521126761,False,False,False,False,False,False,True,True,False,0.26616915422885573,0.03229863835679667,False,False,True,False,False,False,True,False,False,True,False,False
False,True,False,0.014084507042253521,True,False,False,True,False,True,False,True,True,0.45721393034825875,0.014406877452111702,False,True,True,False,False,False,False,False,True,True,False,False
False,False,False,0.4225352112676056,True,True,False,False,False,True,False,False,False,0.6313432835820896,0.291928225248096,False,True,False,True,False,False,True,False,False,False,True,False
False,True,True,0.2676056338028169,True,True,False,False,False,False,False,False,True,0.07263681592039802,0.05638126009693053,False,False,True,False,False,True,False,False,False,False,False,True
False,True,True,0.0,True,False,False,False,False,False,False,False,False,0.017412935323383085,0.00013847219016847442,False,False,True,False,False,False,False,True,False,False,False,True
False,False,False,0.8591549295774648,True,True,False,False,True,False,True,True,True,0.7810945273631841,0.7046618970690053,True,True,False,True,False,False,False,True,False,False,True,False
True,True,False,0.971830985915493,True,True,False,False,False,False,False,False,True,0.5711442786069653,0.6222709439187629,False,False,False,False,True,False,True,False,False,False,True,False
False,False,False,0.1267605633802817,True,True,False,False,False,True,True,True,True,0.7985074626865671,0.11994576505885068,True,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.5352112676056338,True,True,False,False,False,False,False,False,True,0.055223880597014934,0.10212324024924994,False,True,False,False,True,False,False,False,True,False,False,True
False,True,False,0.6338028169014085,True,False,False,True,False,True,True,False,True,0.45721393034825875,0.34510731594738053,False,False,False,False,True,False,True,False,False,True,False,False
False,False,False,0.07042253521126761,True,False,False,True,False,False,True,False,True,0.6676616915422885,0.05430994691899377,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,1.0,True,True,False,False,True,False,True,True,True,0.5825870646766169,0.6288541426263559,False,False,False,False,True,True,False,False,False,True,False,False
False,False,False,0.23943661971830985,True,False,False,False,True,True,False,False,False,0.36766169154228856,0.11992845603507962,False,True,True,False,False,False,True,False,False,True,False,False
False,True,False,0.9859154929577465,True,True,True,False,True,True,True,True,True,0.8985074626865671,0.876667435956612,False,True,False,False,True,False,True,False,False,False,True,False
False,True,False,0.5492957746478874,True,True,False,True,False,False,True,True,True,0.8263681592039801,0.4724555735056543,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.0,True,False,False,False,False,False,False,False,True,0.5104477611940298,0.0058562197092084005,True,True,True,False,False,False,False,True,False,False,True,False
False,False,False,0.8028169014084507,True,True,False,True,True,False,True,True,True,0.845771144278607,0.6922282483267943,True,True,False,True,False,True,False,False,False,False,True,False
False,False,False,0.971830985915493,True,True,True,False,False,True,True,True,True,0.8532338308457711,0.8344507269789984,True,True,False,False,True,False,True,False,False,False,True,False
False,True,False,0.5774647887323944,True,True,False,False,False,False,False,False,False,0.06965174129353234,0.12570966997461344,False,False,False,False,True,False,False,True,False,False,False,True
False,True,True,0.4647887323943662,False,False,True,False,False,False,False,False,False,0.12089552238805969,0.10614470343872606,False,True,False,True,False,True,False,False,False,True,False,False
True,False,False,0.056338028169014086,True,False,False,False,False,False,False,False,False,0.017910447761194038,0.00869489960766213,False,True,True,False,False,True,False,False,False,False,False,True
False,False,False,0.3380281690140845,True,True,False,False,False,False,True,False,True,0.6601990049751243,0.23877798292176322,False,False,True,False,False,False,False,False,True,False,True,False
False,False,False,0.014084507042253521,True,False,False,False,True,False,False,True,True,0.6761194029850747,0.018451419339949225,True,False,True,False,False,False,False,False,True,False,True,False
False,True,True,0.7605633802816901,True,False,False,True,True,True,True,True,True,0.8502487562189055,0.6505827371336257,False,False,False,True,False,True,False,False,False,False,True,False
False,True,False,0.28169014084507044,True,True,False,True,True,True,True,True,True,0.9248756218905473,0.26520886222017076,True,True,True,False,False,False,False,True,False,False,True,False
False,True,False,0.971830985915493,True,True,True,True,False,True,False,False,True,0.6940298507462687,0.6886279713824139,False,True,False,False,True,False,True,False,False,False,True,False
False,True,False,0.8450704225352113,True,True,False,False,True,True,True,True,True,0.8766169154228856,0.7768924532656358,False,False,True,False,False,False,False,True,False,False,True,False
False,True,True,0.5915492957746479,True,False,True,False,True,True,True,True,True,0.6059701492537314,0.4093930302330948,False,True,False,False,True,False,True,False,False,True,False,False
False,False,False,0.647887323943662,True,True,False,True,True,False,True,True,True,0.8442786069651741,0.5620240018462959,False,True,False,True,False,False,False,True,False,False,True,False
False,False,False,0.056338028169014086,True,False,False,False,True,True,True,False,True,0.45472636815920403,0.034537272097853684,False,True,True,False,False,False,True,False,False,True,False,False
False,False,False,0.8591549295774648,True,True,False,False,False,False,False,False,True,0.07512437810945274,0.178300253865682,False,False,False,False,True,False,True,False,False,False,False,True
False,True,True,0.2112676056338028,True,False,False,True,True,False,True,False,True,0.7084577114427861,0.16287214401107777,True,False,True,False,False,False,True,False,False,False,True,False
True,True,False,0.08450704225352113,True,True,False,False,False,False,True,True,True,0.7696517412935323,0.07218439879990769,True,True,True,False,False,True,False,False,False,False,True,False
False,True,True,0.18309859154929578,True,True,False,False,False,False,False,False,False,0.07263681592039802,0.0408089083775675,False,False,True,False,False,False,False,False,True,False,False,True
False,True,True,0.8309859154929577,True,False,False,True,True,False,True,False,False,0.7233830845771144,0.6271174705746595,True,True,False,True,False,False,False,True,False,False,True,False
False,True,True,0.4647887323943662,False,False,False,False,True,True,True,False,True,0.2646766169154229,0.16429725363489497,False,True,True,False,False,False,False,True,False,True,False,False
False,True,False,0.6901408450704225,True,True,True,True,False,True,True,True,False,0.8985074626865671,0.6452688668359104,True,False,False,True,False,False,False,True,False,False,True,False
False,True,True,0.5211267605633803,True,True,False,False,False,False,False,False,False,0.06766169154228857,0.10906415878144474,False,True,False,False,True,False,True,False,False,False,False,True
False,True,True,0.971830985915493,True,False,True,True,True,True,False,True,False,0.5557213930348258,0.6004500346180476,False,False,False,True,False,False,True,False,False,True,False,False
False,True,True,0.5070422535211268,True,True,False,True,False,False,True,False,True,0.7019900497512438,0.38330833141010845,False,False,True,False,False,False,False,True,False,False,True,False
True,False,False,0.04225352112676056,True,False,False,False,False,False,True,False,True,0.6029850746268656,0.03161781675513501,True,False,True,False,False,False,False,True,False,False,True,False
True,True,True,0.8309859154929577,True,True,True,True,False,False,False,True,True,0.746268656716418,0.6641760904684976,False,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.8591549295774648,True,False,True,False,True,True,False,True,False,0.5288557213930348,0.5156358181398569,False,True,False,True,False,False,True,False,False,True,False,False
False,False,False,0.0,True,False,False,False,False,False,False,False,False,0.2601990049751244,0.002954073390260789,True,True,True,False,False,False,False,False,True,True,False,False
False,False,False,0.49295774647887325,True,False,True,False,True,True,True,True,True,0.6064676616915423,0.32727325178859906,False,True,True,False,False,False,True,False,False,True,False,False
False,False,False,0.6056338028169014,True,False,False,False,False,False,False,False,False,0.021393034825870634,0.1023251788599123,False,True,False,False,True,False,True,False,False,False,False,True
True,False,False,0.7605633802816901,True,True,False,False,True,False,True,True,True,0.8134328358208955,0.6335679667666744,True,False,False,True,False,False,False,True,False,False,True,False
False,True,False,1.0,True,True,True,False,True,False,True,True,True,0.8631840796019901,0.873644126471267,False,False,False,False,True,False,True,False,False,False,True,False
False,True,True,0.15492957746478872,True,False,False,False,False,False,False,False,False,0.01542288557213931,0.024324948072928686,True,False,False,True,False,True,False,False,False,False,False,True
False,False,False,0.16901408450704225,False,False,True,False,False,False,False,False,True,0.12537313432835823,0.0433071774751904,False,False,True,False,False,True,False,False,False,True,False,False
False,False,False,0.0,True,False,False,False,False,False,True,True,True,0.7129353233830846,0.008204477267482115,True,True,True,False,False,False,False,True,False,False,True,False
False,True,True,0.19718309859154928,True,False,False,False,False,False,False,False,False,0.02288557213930349,0.031981306254327255,False,False,False,True,False,False,False,False,True,False,False,True
False,False,False,0.9014084507042254,True,False,True,True,True,True,True,True,True,0.6626865671641791,0.6277867528271405,False,False,False,False,True,True,False,False,False,True,False,False
False,True,True,0.15492957746478872,False,False,True,False,False,True,False,False,False,0.14825870646766168,0.04915185783521809,False,False,False,True,False,False,True,False,False,True,False,False
False,True,False,1.0,True,True,True,True,True,True,True,True,True,0.7338308457711443,0.7804465728132932,False,True,False,False,True,False,True,False,False,True,False,False
False,True,True,1.0,True,True,True,True,True,True,True,True,False,0.7119402985074627,0.7490941610893145,False,False,False,False,True,False,True,False,False,True,False,False
False,True,True,1.0,True,True,True,True,True,True,True,True,True,0.9706467661691542,0.975963535656589,False,False,False,False,True,True,False,False,False,False,True,False
False,False,True,0.7183098591549296,True,True,True,True,False,True,True,True,True,0.6656716417910449,0.5126990537733672,False,True,False,False,True,False,False,False,True,True,False,False
False,False,False,0.014084507042253521,True,True,False,False,False,False,False,False,False,0.06567164179104479,0.004984998846065083,False,True,True,False,False,False,False,False,True,False,False,True
False,False,False,0.056338028169014086,True,False,True,False,False,True,True,False,True,0.4587064676616915,0.03852411723978767,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,0.9436619718309859,True,False,False,False,False,False,False,False,False,0.022388059701492536,0.16225478882991,False,False,False,False,True,False,True,False,False,False,False,True
False,False,True,0.8591549295774648,True,True,False,False,True,False,True,True,True,0.8149253731343284,0.7379240710823909,True,False,False,True,False,False,False,True,False,False,True,False
False,False,False,1.0,True,True,True,True,False,True,True,True,False,0.6746268656716418,0.7259231479344564,False,True,False,False,True,False,True,False,False,True,False,False
False,False,False,0.0,True,False,False,True,False,False,False,False,False,0.32388059701492533,0.0036925917378259863,True,True,True,False,False,False,False,True,False,True,False,False
False,True,False,0.9154929577464789,True,True,True,True,False,True,False,False,False,0.7039800995024875,0.6784906531271636,False,False,False,True,False,False,False,True,False,False,True,False
False,True,True,1.0,False,False,True,True,True,True,True,True,True,0.46318407960199004,0.5424590353104085,False,True,False,False,True,False,True,False,False,True,False,False
False,False,False,0.352112676056338,True,False,False,False,False,False,False,False,False,0.01542288557213931,0.05060004615739672,False,True,False,True,False,False,True,False,False,False,False,True
False,True,True,0.8873239436619719,True,True,True,False,True,False,False,True,False,0.7477611940298508,0.6696861297022848,False,True,False,False,True,True,False,False,False,False,True,False
True,True,False,0.2676056338028169,True,False,False,True,False,False,False,False,True,0.5512437810945274,0.1667089776136626,True,True,True,False,False,False,False,True,False,False,True,False
